RXN	LB	flux	UB
RXN-CYS_FWD-speA	        0.00	0.08575589	     1000.00
RXN-CYSTA_FWD-aspB	        0.00	0.11071090	     1000.00
RXN-CYSTRS_FWD-cysS	        0.00	0.02392091	     1000.00
RXN-CYTK1_FWD-cmk	        0.00	0.21224077	     1000.00
RXN-DAGP_FWD-UNKNOWN	        0.00	0.01212100	     1000.00
RXN-DAGS_FWD-UNKNOWN	        0.00	0.04286079	     1000.00
RXN-DAPDC_FWD-lysA	        0.00	0.15643786	     1000.00
RXN-DAPE_FWD-dapF	        0.00	0.19705118	     1000.00
RXN-DB4PS_FWD-ribBA	        0.00	0.00014833	     1000.00
RXN-DHAD1_FWD-ilvD	        0.00	0.78979466	     1000.00
RXN-DHAD2_FWD-ilvD	        0.00	0.14662098	     1000.00
RXN-DHDPRx_r_FWD-dapB_1090	        0.00	0.19705118	     1000.00
RXN-DHFOR2_FWD-dfrA	        0.00	0.01106074	     1000.00
RXN-DHORD_NAD_FWD-pyrDK	        0.00	0.05411909	     1000.00
RXN-DHPPDA2_FWD-ribD	        0.00	0.00007417	     1000.00
RXN-DHQS_FWD-aroB	        0.00	0.18026219	     1000.00
RXN-DHR_REV-pyrC	        0.00	0.05411909	     1000.00
RXN-DLDLBT_FWD-ribH	        0.00	0.00014833	     1000.00
RXN-DPHS_FWD-aroX_1340	        0.00	0.18026219	     1000.00
RXN-DQDH_FWD-yqhS	        0.00	0.18026219	     1000.00
RXN-DTMPK_FWD-Tmk	        0.00	0.01106074	     1000.00
RXN-DXPS_FWD-dxs	        0.00	0.00014333	     1000.00
RXN-E4PD_FWD-UNKNOWN	        0.00	0.00014325	     1000.00
RXN-EAR100x_REV-fabI	        0.00	0.07243474	     1000.00
RXN-EAR120x_REV-fabI	        0.00	0.06806294	     1000.00
RXN-EAR140x_REV-fabI	        0.00	0.06806294	     1000.00
RXN-EAR40x_REV-fabI	        0.00	0.07243474	     1000.00
RXN-EAR60x_REV-fabI	        0.00	0.07243474	     1000.00
RXN-EAR80x_REV-fabI	        0.00	0.07243474	     1000.00
RXN-ECH_FWD-hycEechDhycGNADHdhnuoL	        0.00	60.95599180	     1000.00
RXN-ENO_FWD-eno	        0.00	14.13999954	     1000.00
RXN-ETOHt_FWD-SPONT	        0.00	2.07747960	     1000.00
RXN-EXCH_4crsol_e_FWD-SPONT	        0.00	0.00000008	     1000.00
RXN-EXCH_ac_e_FWD-SPONT	        2.52	2.88786120	        2.89
RXN-EXCH_ala__L_e_FWD-SPONT	        0.08	0.08354640	        0.10
RXN-EXCH_asn__L_e_FWD-SPONT	        0.04	0.04178160	        0.05
RXN-EXCH_ca2_e_REV-SPONT	        0.00	0.00141181	     1000.00
RXN-EXCH_cellb_e_REV-SBP_cellx	        4.20	4.20000000	        4.20
RXN-EXCH_co2_e_FWD-SPONT	        6.22	6.68987760	        6.69
RXN-EXCH_etoh_e_FWD-SPONT	        1.74	2.07747960	        2.08
RXN-EXCH_fe3_e_REV-SPONT	        0.00	0.00248395	     1000.00
RXN-EXCH_zn2_e_REV-SPONT	        0.00	0.00009018	     1000.00
RXN-EXCH_mn2_e_REV-SPONT	        0.00	0.00012664	     1000.00
RXN-EXCH_for_e_FWD-SPONT	        1.62	1.61763840	        1.86
RXN-EXCH_fum_e_FWD-SPONT	        0.00	0.22409520	        0.22
RXN-EXCH_glycogen_c_FWD-SPONT	        0.00	0.57475548	     1000.00
RXN-EXCH_h_e_FWD-SPONT	        0.00	19.13634186	     1000.00
RXN-EXCH_h2_e_FWD-SPONT	        9.99	10.67399774	       10.85
RXN-EXCH_h2o_e_FWD-SPONT	        0.00	1.90387286	     1000.00
RXN-EXCH_ibutoh_e_FWD-SPONT	        0.00	0.09571596	     1000.00
RXN-EXCH_k_e_REV-SPONT	        0.00	0.29495326	     1000.00
RXN-EXCH_lac__L_e_FWD-SPONT	        0.57	0.67898880	        0.68
RXN-EXCH_mal__L_e_FWD-SPONT	        0.00	0.60207840	        0.60
RXN-EXCH_mg2_e_REV-SPONT	        0.00	0.04277551	     1000.00
RXN-EXCH_nh4_e_REV-SPONT	        0.00	4.03437999	     1000.00
RXN-EXCH_ni2_e_REV-SPONT	        0.00	0.00000017	     1000.00
RXN-EXCH_o2_e_REV-SPONT	        0.00	0.00007163	     1000.00
RXN-EXCH_akg_e_FWD-SPONT	        0.00	0.00000007	        0.53
RXN-EXCH_phe__L_e_FWD-SPONT	        0.00	0.02083473	     1000.00
RXN-EXCH_pi_e_REV-SPONT	        0.00	0.40068253	     1000.00
RXN-EXCH_pyr_e_FWD-SPONT	        0.44	0.43507800	        0.53
RXN-EXCH_so4_e_REV-SPONT	        0.00	0.07687111	     1000.00
RXN-EXCH_succ_e_FWD-SPONT	        0.00	0.88537680	        0.89
RXN-EXCH_val__L_e_FWD-SPONT	        0.39	0.38812200	        0.47
RXN-EXCH_co_e_FWD-SPONT	        0.00	0.00000008	     1000.00
RXN-F6PPT_FWD-pfkA_1876	        0.00	7.41461285	     1000.00
RXN-FADRx_FWD-UNKNOWN	        0.00	0.00075807	     1000.00
RXN-FASOD_FWD-yhdG	        0.00	0.00531474	     1000.00
RXN-FASOXST_FWD-fabF	        0.00	0.00531474	     1000.00
RXN-FATPase_FWD-atpABCDEFGH	        0.00	4.18461953	     1000.00
RXN-FBA_FWD-fbaA_1875	        0.00	7.41461285	     1000.00
RXN-FE2OR_FWD-UNKNOWN	        0.00	0.00052165	     1000.00
RXN-FE3abc_FWD-fepCCDyvrC	        0.00	0.00248395	     1000.00
RXN-FGFTh_FWD-purN	        0.00	0.07407508	     1000.00
RXN-FMNAT_FWD-ribC	        0.00	0.00000368	     1000.00
RXN-FORt_FWD-SPONT	        0.00	1.61763840	     1000.00
RXN-FRNDPR2r_FWD-pyrK	        0.00	0.11515043	     1000.00
RXN-FUM_FWD-ADU73720_73721	        0.00	0.07197110	     1000.00
RXN-FUMt2_FWD-SPONT	        0.00	0.22409520	     1000.00
RXN-G1PACT_FWD-glmU	        0.00	0.13044414	     1000.00
RXN-G3PCT_FWD-UNKNOWN	        0.00	0.18193467	     1000.00
RXN-G3PD1ir_FWD-gpsA	        0.00	0.23301664	     1000.00
RXN-G5SADs_FWD-UNKNOWN	        0.00	0.07256854	     1000.00
RXN-G5SD_FWD-proA	        0.00	0.07256854	     1000.00
RXN-GALAS_FWD-ltaSC_2170	        0.00	0.00023647	     1000.00
RXN-GALU_FWD-galU	        0.00	0.09978209	     1000.00
RXN-GAPD_FWD-gapA	        0.00	14.42476958	     1000.00
RXN-GDAGS_FWD-UNKNOWN	        0.00	0.00612641	     1000.00
RXN-GDAGS2_FWD-UNKNOWN	        0.00	0.00262620	     1000.00
RXN-GF6PTA_FWD-glmS	        0.00	0.13044414	     1000.00
RXN-GHMT2r_REV-glyA	        0.00	0.22791203	     1000.00
RXN-GK1_FWD-gmk	        0.00	0.02871298	     1000.00
RXN-GLAS_FWD-ltaSC_2170	        0.00	0.00026412	     1000.00
RXN-GLCP_FWD-glgP	        0.00	11.20468850	     1000.00
RXN-GLCS1_FWD-glgA_0974	        0.00	11.77944397	     1000.00
RXN-GLGC_FWD-glgC	        0.00	11.77944397	     1000.00
RXN-GLNTRS_FWD-gltX	        0.00	0.04463293	     1000.00
RXN-GLU5K_FWD-proJ	        0.00	0.07256854	     1000.00
RXN-GLUDy_REV-rocG	        0.00	3.27749301	     1000.00
RXN-GLUN_REV-carAB_1267	        0.00	0.50745820	     1000.00
RXN-GLUPRT_FWD-purF	        0.00	0.07407508	     1000.00
RXN-GLUR_FWD-rcmE	        0.00	0.04061332	     1000.00
RXN-GLUTAS_FWD-ltaSC_2170	        0.00	0.00072460	     1000.00
RXN-GLUTRS_FWD-gltX	        0.00	0.14371044	     1000.00
RXN-GLYCL_FWD-cspD	        0.00	0.01149029	     1000.00
RXN-GLYTA_REV-pucG	        0.00	0.40856279	     1000.00
RXN-GLYTAS_FWD-ltaSC_2170	        0.00	0.00144339	     1000.00
RXN-GLYTRS_FWD-ADU74012	        0.00	0.14234666	     1000.00
RXN-GMPS_FWD-guaA	        0.00	0.02893629	     1000.00
RXN-GTPCII2_FWD-ribBA	        0.00	0.00007417	     1000.00
RXN-H2ASE_syn2_FWD-HydAB	        0.00	58.93996244	     1000.00
RXN-H2Ot_REV-SPONT	        0.00	1.90387286	     1000.00
RXN-AKGt_FWD-SPONT	        0.00	0.00000007	     1000.00
RXN-SUCCt_FWD-SPONT	        0.00	0.88537680	     1000.00
RXN-H2td_FWD-SPONT	        0.00	10.67399774	     1000.00
RXN-HACPMCACT_REV-fabI	        0.00	0.05271877	     1000.00
RXN-HISOR_FWD-hisD	        0.00	0.02827539	     1000.00
RXN-HISTP_FWD-hisK	        0.00	0.02827539	     1000.00
RXN-HISTRS_FWD-hisS	        0.00	0.02827539	     1000.00
RXN-HSDxi_FWD-hom_0872	        0.00	0.14873526	     1000.00
RXN-HSERTA_REV-metAA	        0.00	0.83346070	     1000.00
RXN-HSK_FWD-ADU74034	        0.00	0.09681916	     1000.00
RXN-HSST_FWD-metAA	        0.00	0.88537680	     1000.00
RXN-HSTPT_FWD-hisC_0424	        0.00	0.02827539	     1000.00
RXN-HTHRPDH_FWD-pdxA	        0.00	0.00014325	     1000.00
RXN-HXPRT_REV-hprT	        0.00	0.07341410	     1000.00
RXN-I2FE2SS_FWD-UNKNOWN	        0.00	0.00027596	     1000.00
RXN-I2FE2SS2_FWD-UNKNOWN	        0.00	0.00024105	     1000.00
RXN-I2FE2ST_FWD-UNKNOWN	        0.00	0.00003491	     1000.00
RXN-I4FE4SR_FWD-UNKNOWN	        0.00	0.00024105	     1000.00
RXN-I4FE4ST_FWD-UNKNOWN	        0.00	0.00024105	     1000.00
RXN-IBUTCOARx_FWD-gbsB_1798	        0.00	0.09571596	     1000.00
RXN-IBUTOHt_FWD-SPONT	        0.00	0.09571596	     1000.00
RXN-ICDHyr_FWD-ADU74991	        0.00	1.26495119	     1000.00
RXN-ICYSDS_FWD-UNKNOWN	        0.00	0.00103403	     1000.00
RXN-IG3PS_FWD-hisH	        0.00	0.02827539	     1000.00
RXN-IGPDH_FWD-hisB	        0.00	0.02827539	     1000.00
RXN-IGPS_FWD-trpC	        0.00	0.01644827	     1000.00
RXN-ILETA_FWD-ilvK	        0.00	0.14662098	     1000.00
RXN-ILETRS_FWD-ileS	        0.00	0.14662098	     1000.00
RXN-IMPC_REV-purH	        0.00	0.10235039	     1000.00
RXN-IMPD_FWD-guaB	        0.00	0.02893629	     1000.00
RXN-IPMD_FWD-leuB	        0.00	0.16345899	     1000.00
RXN-IPPMIa_REV-leuCD	        0.00	0.16345899	     1000.00
RXN-IPPMIb_FWD-leuCD	        0.00	0.16345899	     1000.00
RXN-IPPS_FWD-leuA_0102	        0.00	0.16345899	     1000.00
RXN-K2metal_FWD-SPONT	        0.00	0.00000044	     1000.00
RXN-K2MgK_FWD-SPONT	        0.00	0.00000861	     1000.00
RXN-K2nh4K_FWD-SPONT	        0.00	0.00000034	     1000.00
RXN-K3tr_FWD-trkA	        0.00	0.29495326	     1000.00
RXN-KARA1_FWD-ilvC	        0.00	0.78979466	     1000.00
RXN-KARI_FWD-ilvC	        0.00	0.14662098	     1000.00
RXN-KARI_23dhmp_FWD-ilvC	        0.00	0.14662098	     1000.00
RXN-KAS14_FWD-fabF	        0.00	0.07243474	     1000.00
RXN-LACt_FWD-SPONT	        0.00	0.67898880	     1000.00
RXN-LAS_FWD-ltaSC_2170	        0.00	0.00056507	     1000.00
RXN-LDAPAT_REV-dapL	        0.00	0.19705118	     1000.00
RXN-LDH_L_FWD-lctE	        0.00	0.67898880	     1000.00
RXN-LEUTA_FWD-ilvK	        0.00	0.15017214	     1000.00
RXN-LEUTRS_FWD-leuS	        0.00	0.15017214	     1000.00
RXN-LHOR_FWD-hisD	        0.00	0.02827539	     1000.00
RXN-LYSTRS_FWD-lysK	        0.00	0.15559203	     1000.00
RXN-MAGS_FWD-UNKNOWN	        0.00	0.04286079	     1000.00
RXN-MALt_FWD-SPONT	        0.00	0.60207840	     1000.00
RXN-MCOATA_FWD-fabD	        0.00	0.57056285	     1000.00
RXN-MDH_FWD-maeB	        0.00	4.34096012	     1000.00
RXN-ME2_FWD-maeB	        0.00	3.66691062	     1000.00
RXN-METAT_FWD-metK	        0.00	0.00000027	     1000.00
RXN-METS_FWD-ADU74648	        0.00	0.05191610	     1000.00
RXN-METTRS_FWD-metS	        0.00	0.05191600	     1000.00
RXN-MG2t_FWD-mgtE	        0.00	0.04277551	     1000.00
RXN-MMHL_FWD-leuCD	        0.00	0.14662098	     1000.00
RXN-MMOR_FWD-leuB	        0.00	0.14662098	     1000.00
RXN-Mn2MgMn_FWD-SPONT	        0.00	0.00007467	     1000.00
RXN-MN2t_FWD-mntP	        0.00	0.00012664	     1000.00
RXN-MTAS_FWD-ltaSC_2170	        0.00	0.00124454	     1000.00
RXN-MTHFC_REV-folD	        0.00	0.10235039	     1000.00
RXN-MTHFD_FWD-folD	        0.00	0.17642548	     1000.00
RXN-MTHFO_FWD-samT	        0.00	0.05191610	     1000.00
RXN-MtnA_FWD-mtnA	        0.00	0.00000016	     1000.00
RXN-MtnB_FWD-MntA	        0.00	0.00000016	     1000.00
RXN-MtnP_FWD-ylmD	        0.00	0.00000016	     1000.00
RXN-NADK_FWD-ADU73455	        0.00	0.00048500	     1000.00
RXN-NADS2_FWD-nadE	        0.00	0.00733913	     1000.00
RXN-NDPK2_FWD-ndk	        0.00	0.27328457	     1000.00
RXN-NDPK3_FWD-ndk	        0.00	0.21213111	     1000.00
RXN-NDPK4_FWD-ndk	        0.00	0.01106074	     1000.00
RXN-NH4tabc_FWD-amtBglnK	        0.00	4.03437999	     1000.00
RXN-Ni2t_FWD-SPONT	        0.00	0.00000017	     1000.00
RXN-NNAT_FWD-nadD	        0.00	0.00733913	     1000.00
RXN-NNDPR_FWD-nadC	        0.00	0.00733913	     1000.00
RXN-o2t_FWD-SPONT	        0.00	0.00007163	     1000.00
RXN-OCBT_FWD-argF	        0.00	0.07804909	     1000.00
RXN-OHPBAT_REV-serC	        0.00	0.00014325	     1000.00
RXN-OMCDC_FWD-leuB	        0.00	0.16345899	     1000.00
RXN-OMPDC_FWD-pyrF	        0.00	0.05411909	     1000.00
RXN-OOR3_FWD-ADU74416_74417_POR_glnA	        0.00	0.88537680	     1000.00
RXN-ORNTAC_FWD-argJ	        0.00	0.07804909	     1000.00
RXN-ORPT_REV-UNKNOWN	        0.00	0.05411909	     1000.00
RXN-PAPSR_FWD-cysH	        0.00	0.07687111	     1000.00
RXN-PDGS_FWD-UNKNOWN	        0.00	0.04061332	     1000.00
RXN-PDHam1hi_FWD-ivlBH_0099	        0.00	0.14662098	     1000.00
RXN-PDX5POi_FWD-PNPOx	        0.00	0.00014325	     1000.00
RXN-PDX5PS2_FWD-UNKNOWN	        0.00	0.00014325	     1000.00
RXN-PEPCK_re_FWD-pckG	        0.00	6.40504060	     1000.00
RXN-PERD_FWD-UNKNOWN	        0.00	0.00014325	     1000.00
RXN-PFL_FWD-PFL1	        0.00	1.61741582	     1000.00
RXN-PGAMT_REV-glmM	        0.00	0.13044414	     1000.00
RXN-PGI_FWD-pgi	        0.00	7.72546244	     1000.00
RXN-PGK_FWD-pgk	        0.00	12.83315285	     1000.00
RXN-PGK2_FWD-pgk	        0.00	1.59161673	     1000.00
RXN-PGLP_FWD-UNKNOWN	        0.00	0.00822118	     1000.00
RXN-PGLS_FWD-UNKNOWN	        0.00	0.00084582	     1000.00
RXN-PGLYDH_FWD-serA	        0.00	0.28477004	     1000.00
RXN-PGM_FWD-ADU74034	        0.00	14.13999954	     1000.00
RXN-PGMT_FWD-pgcA	        0.00	3.52546244	     1000.00
RXN-PHEt_FWD-azlCD	        0.00	0.02083473	     1000.00
RXN-PHETA1_REV-aspB	        0.00	0.09302228	     1000.00
RXN-PHETRS_FWD-pheST	        0.00	0.07218755	     1000.00
RXN-PHSD_FWD-UNKNOWN	        0.00	0.02209142	     1000.00
RXN-PINAt_FWD-yqeW	        0.00	0.00141181	     1000.00
RXN-PIt2_FWD-pitB	        0.00	0.39927072	     1000.00
RXN-PMDPHT_FWD-nrnA	        0.00	0.00007417	     1000.00
RXN-PMPK_FWD-UNKNOWN	        0.00	0.00000008	     1000.00
RXN-POR_FWD-ADU73753	        0.00	5.69639772	     1000.00
RXN-PPDK_FWD-ppdk	        0.00	7.33382123	     1000.00
RXN-PPND_FWD-tyrA	        0.00	0.07079165	     1000.00
RXN-PPNDH_FWD-pheA	        0.00	0.09302228	     1000.00
RXN-PPRGL_FWD-purD	        0.00	0.07407508	     1000.00
RXN-PRAI_FWD-trpF	        0.00	0.01644827	     1000.00
RXN-PRAICL_FWD-purE	        0.00	0.07407500	     1000.00
RXN-PRAIS_FWD-purM	        0.00	0.07407508	     1000.00
RXN-PRAMPC_FWD-hisIE	        0.00	0.02827539	     1000.00
RXN-PRASCSi_FWD-hisH	        0.00	0.07407500	     1000.00
RXN-PRATPP_FWD-hisIE	        0.00	0.02827539	     1000.00
RXN-PRFGS_FWD-purL	        0.00	0.07407508	     1000.00
RXN-PRMICI_FWD-hisA	        0.00	0.02827539	     1000.00
RXN-PRO1x_FWD-proC	        0.00	0.07256854	     1000.00
RXN-PROTRS_FWD-proS	        0.00	0.07256854	     1000.00
RXN-PRPPS_FWD-prs	        0.00	0.10684285	     1000.00
RXN-PSAT_REV-serC	        0.00	0.28477004	     1000.00
RXN-PSCVT_FWD-aroA_0636	        0.00	0.18026219	     1000.00
RXN-PSP_FWD-atoCspoIIE	        0.00	0.28477004	     1000.00
RXN-PTAr_FWD-eutD	        0.00	3.72132190	     1000.00
RXN-PUNP1_FWD-pupG_1056	        0.00	0.07341410	     1000.00
RXN-PUNP5_REV-pupG_1056	        0.00	0.07341410	     1000.00
RXN-PYRt_FWD-SPONT	        0.00	0.43507800	     1000.00
RXN-QULNS_FWD-nadA	        0.00	0.00733913	     1000.00
RXN-R00182_REV-alkA	        0.00	0.07341426	     1000.00
RXN-R02135_FWD-rsgA_1662	        0.00	0.00000008	     1000.00
RXN-R03105_FWD-mccB	        0.00	0.11071090	     1000.00
RXN-R03472_FWD-thiC	        0.00	0.00000008	     1000.00
RXN-R07459_FWD-thiF	        0.00	0.00000008	     1000.00
RXN-R07460_FWD-nifS_1150	        0.00	0.00000008	     1000.00
RXN-R07461_FWD-thiI	        0.00	0.00000008	     1000.00
RXN-R09977_FWD-UNKNOWN	        0.00	0.00000008	     1000.00
RXN-R10246_FWD-hydG	        0.00	0.00000008	     1000.00
RXN-R10247_FWD-thiG	        0.00	0.00000008	     1000.00
RXN-R10712_FWD-thiE	        0.00	0.00000008	     1000.00
RXN-RBFK_FWD-lgt	        0.00	0.00007417	     1000.00
RXN-RBFSb_FWD-ribE	        0.00	0.00007417	     1000.00
RXN-RNDR4_FWD-nrdE	        0.00	0.01106074	     1000.00
RXN-RNTR1_FWD-ADU74641	        0.00	0.01074032	     1000.00
RXN-RNTR2_FWD-ADU74641	        0.00	0.00562721	     1000.00
RXN-RNTR3_FWD-ADU74641	        0.00	0.00641151	     1000.00
RXN-RPE_REV-rpe	        0.00	0.18040545	     1000.00
RXN-RPI_REV-rpiB	        0.00	0.18025711	     1000.00
RXN-SADT_FWD-tufA	        0.00	0.07687111	     1000.00
RXN-SERH_FWD-trpAB_0836	        0.00	0.01644827	     1000.00
RXN-SERTRS_FWD-serS	        0.00	0.10407421	     1000.00
RXN-SHOR_FWD-aroE	        0.00	0.18026219	     1000.00
RXN-SHSL1_REV-mccB	        0.00	0.83346070	     1000.00
RXN-SHSL2_FWD-mccB	        0.00	0.05191610	     1000.00
RXN-SKK_FWD-aroK_0068	        0.00	0.18026219	     1000.00
RXN-SULabc_FWD-SbpcysTWmsmX	        0.00	0.07687111	     1000.00
RXN-SULR_ferr_FWD-nasD	        0.00	0.07687111	     1000.00
RXN-THFOR1_FWD-dfrA	        0.00	0.01106074	     1000.00
RXN-THRS_FWD-ADU73935	        0.00	0.09681916	     1000.00
RXN-THRTRS_FWD-thrS	        0.00	0.09681916	     1000.00
RXN-TKT2_FWD-tktA_dxs_1	        0.00	0.18040545	     1000.00
RXN-TMDPK_FWD-thiN	        0.00	0.00000008	     1000.00
RXN-TMDS_FWD-thyA	        0.00	0.01106074	     1000.00
RXN-TPI_REV-tpiA	        0.00	7.17425724	     1000.00
RXN-TRPTRS_FWD-trpS	        0.00	0.01644827	     1000.00
RXN-TYRTA_REV-aspB	        0.00	0.07079165	     1000.00
RXN-TYRTRS_FWD-tyrS	        0.00	0.07079157	     1000.00
RXN-UAAGDS_FWD-murE	        0.00	0.04061332	     1000.00
RXN-UACMUOR_FWD-murB	        0.00	0.04061332	     1000.00
RXN-UAG2E_FWD-mnaA_0188	        0.00	0.00310291	     1000.00
RXN-UAG4Ei_FWD-galE	        0.00	0.03733630	     1000.00
RXN-UAGCVT_FWD-murA	        0.00	0.04061332	     1000.00
RXN-UAGP2UAG_FWD-glmU	        0.00	0.13044414	     1000.00
