RXN	LB	flux	UB
RXN-CHRS_FWD-aroC	        0.00	0.18185589	     1000.00
RXN-CLS2_FWD-clsC	        0.00	0.00042719	     1000.00
RXN-CO2t_REV-SPONT	        0.00	5.73291197	     1000.00
RXN-COt_REV-SPONT	        0.00	0.00000008	     1000.00
RXN-CS_FWD-citA	        0.00	0.36909961	     1000.00
RXN-CTPS1_FWD-pyrG	        0.00	0.02474894	     1000.00
RXN-CYS_FWD-speA	        0.00	0.36064952	     1000.00
RXN-CYSTA_FWD-yhdR	        0.00	0.38653940	     1000.00
RXN-CYSTRS_FWD-cysS	        0.00	0.02490384	     1000.00
RXN-CYTK1_FWD-cmk	        0.00	0.21224077	     1000.00
RXN-DAGP_FWD-UNKNOWN	        0.00	0.01212100	     1000.00
RXN-DAGS_FWD-UNKNOWN	        0.00	0.04286079	     1000.00
RXN-DAPDC_FWD-lysA	        0.00	0.15449137	     1000.00
RXN-DAPE_FWD-dapF	        0.00	0.19510469	     1000.00
RXN-DB4PS_FWD-ribBA	        0.00	0.00014144	     1000.00
RXN-DHAD1_FWD-ilvD	        0.00	0.67759182	     1000.00
RXN-DHAD2_FWD-ilvD	        0.00	0.14388766	     1000.00
RXN-DHDPRx_r_FWD-dapB_1090	        0.00	0.19510469	     1000.00
RXN-DHFOR2_FWD-dfrA	        0.00	0.01106074	     1000.00
RXN-DHORD_NAD_FWD-pyrDK	        0.00	0.05411909	     1000.00
RXN-DHPPDA2_FWD-ribD	        0.00	0.00007072	     1000.00
RXN-DHQS_FWD-aroB	        0.00	0.18185589	     1000.00
RXN-DHR_REV-pyrC	        0.00	0.05411909	     1000.00
RXN-DLDLBT_FWD-ribH	        0.00	0.00014144	     1000.00
RXN-DPHS_FWD-aroX_1340	        0.00	0.18185589	     1000.00
RXN-DQDH_FWD-yqhS	        0.00	0.18185589	     1000.00
RXN-DTMPK_FWD-Tmk	        0.00	0.01106074	     1000.00
RXN-DXPS_FWD-dxs	        0.00	0.00013667	     1000.00
RXN-E4PD_FWD-UNKNOWN	        0.00	0.00013659	     1000.00
RXN-EAR100x_REV-fabI	        0.00	0.07243474	     1000.00
RXN-EAR120x_REV-fabI	        0.00	0.06806294	     1000.00
RXN-EAR140x_REV-fabI	        0.00	0.06806294	     1000.00
RXN-EAR40x_REV-fabI	        0.00	0.07243474	     1000.00
RXN-EAR60x_REV-fabI	        0.00	0.07243474	     1000.00
RXN-EAR80x_REV-fabI	        0.00	0.07243474	     1000.00
RXN-ECH_FWD-hycEechDhycGNADHdhnuoL	        0.00	63.06951563	     1000.00
RXN-ENO_FWD-eno	        0.00	12.39965609	     1000.00
RXN-ETOHt_FWD-SPONT	        0.00	2.65337160	     1000.00
RXN-EXCH_4crsol_e_FWD-SPONT	        0.00	0.00000008	     1000.00
RXN-EXCH_ac_e_FWD-SPONT	        3.33	3.33000180	        4.07
RXN-EXCH_ca2_e_REV-SPONT	        0.00	0.00141189	     1000.00
RXN-EXCH_cell3_e_REV-SBP_cellx	        0.10	0.10382969	        0.10
RXN-EXCH_cell4_e_REV-SBP_cellx	        1.10	1.10251883	        1.10
RXN-EXCH_cell5_e_REV-SBP_cellx	        0.41	0.41382172	        0.41
RXN-EXCH_cell6_e_REV-SBP_cellx	        0.00	0.00382660	        0.00
RXN-EXCH_cellb_e_REV-SBP_cellx	        0.00	0.00017811	        0.00
RXN-EXCH_co2_e_FWD-SPONT	        4.75	5.73291197	        5.80
RXN-EXCH_etoh_e_FWD-SPONT	        2.17	2.65337160	        2.65
RXN-EXCH_fe3_e_REV-SPONT	        0.00	0.00243545	     1000.00
RXN-EXCH_zn2_e_REV-SPONT	        0.00	0.00008599	     1000.00
RXN-EXCH_mn2_e_REV-SPONT	        0.00	0.00012075	     1000.00
RXN-EXCH_for_e_FWD-SPONT	        1.88	2.29359240	        2.29
RXN-EXCH_glc__D_e_REV-SBP_cellx	        0.00	0.00000000	        0.00
RXN-EXCH_h_e_FWD-SPONT	        0.00	16.18615852	     1000.00
RXN-EXCH_h2o_e_FWD-SPONT	        0.00	6.43222093	     1000.00
RXN-EXCH_h2s_e_FWD-SPONT	        0.00	1.29851618	     1000.00
RXN-EXCH_ibutoh_e_FWD-SPONT	        0.00	0.36792860	     1000.00
RXN-EXCH_k_e_REV-SPONT	        0.00	0.29495282	     1000.00
RXN-EXCH_lac__L_e_FWD-SPONT	        0.99	0.99348120	        1.21
RXN-EXCH_mal__L_e_FWD-SPONT	        0.06	0.07870170	        0.08
RXN-EXCH_mg2_e_REV-SPONT	        0.00	0.04276182	     1000.00
RXN-EXCH_nh4_e_REV-SPONT	        0.00	3.46597042	     1000.00
RXN-EXCH_ni2_e_REV-SPONT	        0.00	0.00000017	     1000.00
RXN-EXCH_o2_e_REV-SPONT	        0.00	0.00006830	     1000.00
RXN-EXCH_phe__L_e_FWD-SPONT	        0.00	0.01571724	     1000.00
RXN-EXCH_pi_e_REV-SPONT	        0.00	0.40067188	     1000.00
RXN-EXCH_pyr_e_FWD-SPONT	        0.12	0.12265200	        0.15
RXN-EXCH_so4_e_REV-SPONT	        0.00	1.37598978	     1000.00
RXN-EXCH_co_e_FWD-SPONT	        0.00	0.00000008	     1000.00
RXN-F6PPT_FWD-pfkA_1876	        0.00	6.40177006	     1000.00
RXN-FADRx2_FWD-UNKNOWN	        0.00	0.00072283	     1000.00
RXN-FASOD_FWD-yhdG	        0.00	0.00531474	     1000.00
RXN-FASOXST_FWD-fabF	        0.00	0.00531474	     1000.00
RXN-FATPase_FWD-atpABCDEFGH	        0.00	4.71625927	     1000.00
RXN-FBA_FWD-fbaA_1875	        0.00	6.40177006	     1000.00
RXN-FE2OR_FWD-UNKNOWN	        0.00	0.00049740	     1000.00
RXN-FE3abc_FWD-fepCCDyvrC	        0.00	0.00243545	     1000.00
RXN-FGFTh_FWD-purN	        0.00	0.07407127	     1000.00
RXN-FMNAT_FWD-ribC	        0.00	0.00000351	     1000.00
RXN-FORt_FWD-SPONT	        0.00	2.29359240	     1000.00
RXN-FRNDPR2r_FWD-pyrK	        0.00	0.92695239	     1000.00
RXN-FTHFLi_FWD-fhs	        0.00	0.02229016	     1000.00
RXN-FUM_REV-ADU73720_73721	        0.00	0.14875704	     1000.00
RXN-G1PACT_FWD-glmU	        0.00	0.13044414	     1000.00
RXN-G3PCT_FWD-UNKNOWN	        0.00	0.18193467	     1000.00
RXN-G3PD1ir_FWD-gpsA	        0.00	0.23301664	     1000.00
RXN-G5SADs_FWD-UNKNOWN	        0.00	0.07295016	     1000.00
RXN-G5SD_FWD-proA	        0.00	0.07295016	     1000.00
RXN-GALAS_FWD-ltaSC_2170	        0.00	0.00023647	     1000.00
RXN-GALU_FWD-galU	        0.00	0.09978209	     1000.00
RXN-GAPD_FWD-gapA	        0.00	12.39965609	     1000.00
RXN-GDAGS_FWD-UNKNOWN	        0.00	0.00612641	     1000.00
RXN-GDAGS2_FWD-UNKNOWN	        0.00	0.00262620	     1000.00
RXN-GF6PTA_FWD-glmS	        0.00	0.13044414	     1000.00
RXN-GHMT2r_REV-glyA	        0.00	0.21621779	     1000.00
RXN-GK1_FWD-gmk	        0.00	0.02870953	     1000.00
RXN-GLAS_FWD-ltaSC_2170	        0.00	0.00026412	     1000.00
RXN-GLCabc_FWD-MSTS_0	        0.00	0.00000000	     1000.00
RXN-GLCP_FWD-glgP	        0.00	9.36913794	     1000.00
RXN-GLCS1_FWD-glgA_0974	        0.00	9.36913794	     1000.00
RXN-GLGC_FWD-glgC	        0.00	9.36913794	     1000.00
RXN-GLNTRS_FWD-gltX	        0.00	0.04316561	     1000.00
RXN-GLU5K_FWD-proJ	        0.00	0.07295016	     1000.00
RXN-GLUDy_REV-rocG	        0.00	2.88159416	     1000.00
RXN-GLUN_REV-carAB_1267	        0.00	0.50421776	     1000.00
RXN-GLUPRT_FWD-purF	        0.00	0.07407127	     1000.00
RXN-GLUR_FWD-rcmE	        0.00	0.04061332	     1000.00
RXN-GLUTAS_FWD-ltaSC_2170	        0.00	0.00072460	     1000.00
RXN-GLUTRS_FWD-gltX	        0.00	0.13768467	     1000.00
RXN-GLYTA_REV-pucG	        0.00	0.32301207	     1000.00
RXN-GLYTAS_FWD-ltaSC_2170	        0.00	0.00144339	     1000.00
RXN-GLYTRS_FWD-ADU74012	        0.00	0.14214652	     1000.00
RXN-GMPS_FWD-guaA	        0.00	0.02893285	     1000.00
RXN-GTPCII2_FWD-ribBA	        0.00	0.00007072	     1000.00
RXN-H2ASE_syn2_FWD-HydAB	        0.00	62.49477567	     1000.00
RXN-H2Ot_REV-SPONT	        0.00	6.43222093	     1000.00
RXN-H2St1_FWD-SPONT	        0.00	1.29851618	     1000.00
RXN-HACPMCACT_REV-fabI	        0.00	0.05271877	     1000.00
RXN-HISOR_FWD-hisD	        0.00	0.02772103	     1000.00
RXN-HISTP_FWD-hisK	        0.00	0.02772103	     1000.00
RXN-HISTRS_FWD-hisS	        0.00	0.02772103	     1000.00
RXN-HSDxi_FWD-hom_0872	        0.00	0.29301617	     1000.00
RXN-HSERTA_FWD-metAA	        0.00	0.19547138	     1000.00
RXN-HSK_FWD-ADU74034	        0.00	0.09754479	     1000.00
RXN-HSTPT_FWD-hisC_0424	        0.00	0.02772103	     1000.00
RXN-HTHRPDH_FWD-pdxA	        0.00	0.00013659	     1000.00
RXN-HXPRT_REV-hprT	        0.00	0.07285938	     1000.00
RXN-I2FE2SS_FWD-UNKNOWN	        0.00	0.00026313	     1000.00
RXN-I2FE2SS2_FWD-UNKNOWN	        0.00	0.00022985	     1000.00
RXN-I2FE2ST_FWD-UNKNOWN	        0.00	0.00003328	     1000.00
RXN-I4FE4SR_FWD-UNKNOWN	        0.00	0.00022985	     1000.00
RXN-I4FE4ST_FWD-UNKNOWN	        0.00	0.00022985	     1000.00
RXN-IBUTCOARx_FWD-gbsB_1798	        0.00	0.36792860	     1000.00
RXN-IBUTOHt_FWD-SPONT	        0.00	0.36792860	     1000.00
RXN-ICDHyr_FWD-ADU74991	        0.00	0.36909961	     1000.00
RXN-ICYSDS_FWD-UNKNOWN	        0.00	0.00098596	     1000.00
RXN-IG3PS_FWD-hisH	        0.00	0.02772103	     1000.00
RXN-IGPDH_FWD-hisB	        0.00	0.02772103	     1000.00
RXN-IGPS_FWD-trpC	        0.00	0.01860055	     1000.00
RXN-ILETA_FWD-ilvK	        0.00	0.14388766	     1000.00
RXN-ILETRS_FWD-ileS	        0.00	0.14388766	     1000.00
RXN-IMPC_REV-purH	        0.00	0.10179223	     1000.00
RXN-IMPD_FWD-guaB	        0.00	0.02893285	     1000.00
RXN-IPMD_FWD-leuB	        0.00	0.16719953	     1000.00
RXN-IPPMIa_REV-leuCD	        0.00	0.16719953	     1000.00
RXN-IPPMIb_FWD-leuCD	        0.00	0.16719953	     1000.00
RXN-IPPS_FWD-leuA_0102	        0.00	0.16719953	     1000.00
RXN-K2metal_FWD-SPONT	        0.00	0.00000042	     1000.00
RXN-K2MgK_FWD-SPONT	        0.00	0.00000821	     1000.00
RXN-K2nh4K_FWD-SPONT	        0.00	0.00000033	     1000.00
RXN-K3tr_FWD-trkA	        0.00	0.29495282	     1000.00
RXN-KARA1_FWD-ilvC	        0.00	0.67759182	     1000.00
RXN-KARI_FWD-ilvC	        0.00	0.14388766	     1000.00
RXN-KARI_23dhmp_FWD-ilvC	        0.00	0.14388766	     1000.00
RXN-KAS14_FWD-fabF	        0.00	0.07243474	     1000.00
RXN-LACt_FWD-SPONT	        0.00	0.99348120	     1000.00
RXN-LAS_FWD-ltaSC_2170	        0.00	0.00056507	     1000.00
RXN-LDAPAT_REV-dapL	        0.00	0.19510469	     1000.00
RXN-LDH_L_FWD-ldh	        0.00	0.99348120	     1000.00
RXN-LEUTA_FWD-ilvK	        0.00	0.15391269	     1000.00
RXN-LEUTRS_FWD-leuS	        0.00	0.15391269	     1000.00
RXN-LHOR_FWD-hisD	        0.00	0.02772103	     1000.00
RXN-LYSTRS_FWD-lysK	        0.00	0.15364554	     1000.00
RXN-MAGS_FWD-UNKNOWN	        0.00	0.04286079	     1000.00
RXN-MALt_FWD-SPONT	        0.00	0.07870170	     1000.00
RXN-MCOATA_FWD-fabD	        0.00	0.57056285	     1000.00
RXN-MDH_FWD-maeB	        0.00	3.52811505	     1000.00
RXN-ME2_FWD-maeB	        0.00	3.59817040	     1000.00
RXN-METAT_FWD-metK	        0.00	0.00000025	     1000.00
RXN-METS_FWD-ADU74648	        0.00	0.05158371	     1000.00
RXN-METTRS_FWD-metS	        0.00	0.05158361	     1000.00
RXN-MG2t_FWD-mgtE	        0.00	0.04276182	     1000.00
RXN-Mn2MgMn_FWD-SPONT	        0.00	0.00007120	     1000.00
RXN-MN2t_FWD-mntP	        0.00	0.00012075	     1000.00
RXN-MTAS_FWD-ltaSC_2170	        0.00	0.00124454	     1000.00
RXN-MTHFC_REV-folD	        0.00	0.07950206	     1000.00
RXN-MTHFD_FWD-folD	        0.00	0.15357333	     1000.00
RXN-MTHFO_FWD-samT	        0.00	0.05158371	     1000.00
RXN-MtnA_FWD-mtnA	        0.00	0.00000015	     1000.00
RXN-MtnB_FWD-MntA	        0.00	0.00000015	     1000.00
RXN-MtnP_FWD-ylmD	        0.00	0.00000015	     1000.00
RXN-NADK_FWD-ADU73455	        0.00	0.00048500	     1000.00
RXN-NADS2_FWD-nadE	        0.00	0.00733894	     1000.00
RXN-NDPK2_FWD-ndk	        0.00	0.27328457	     1000.00
RXN-NDPK3_FWD-ndk	        0.00	0.21213111	     1000.00
RXN-NDPK4_FWD-ndk	        0.00	0.01106074	     1000.00
RXN-NH4tabc_FWD-amtBglnK	        0.00	3.46597042	     1000.00
RXN-Ni2t_FWD-SPONT	        0.00	0.00000017	     1000.00
RXN-NNAT_FWD-nadD	        0.00	0.00733894	     1000.00
RXN-NNDPR_FWD-nadC	        0.00	0.00733894	     1000.00
RXN-o2t_FWD-SPONT	        0.00	0.00006830	     1000.00
RXN-OCBT_FWD-argF	        0.00	0.07468585	     1000.00
RXN-OHPBAT_REV-serC	        0.00	0.00013659	     1000.00
RXN-OMCDC_FWD-leuB	        0.00	0.16719953	     1000.00
RXN-OMPDC_FWD-pyrF	        0.00	0.05411909	     1000.00
RXN-ORNTAC_FWD-argJ	        0.00	0.07468585	     1000.00
RXN-ORPT_REV-UNKNOWN	        0.00	0.05411909	     1000.00
RXN-PAPSR_FWD-cysH	        0.00	1.37598978	     1000.00
RXN-PDGS_FWD-UNKNOWN	        0.00	0.04061332	     1000.00
RXN-PDHam1hi_FWD-ivlBH_0305	        0.00	0.14388766	     1000.00
RXN-PDX5POi_FWD-PNPOx	        0.00	0.00013659	     1000.00
RXN-PDX5PS2_FWD-UNKNOWN	        0.00	0.00013659	     1000.00
RXN-PEPCK_re_FWD-pckG	        0.00	4.79899021	     1000.00
RXN-PERD_FWD-UNKNOWN	        0.00	0.00013659	     1000.00
RXN-PFL_FWD-PFL1	        0.00	2.33203787	     1000.00
RXN-PGAMT_REV-glmM	        0.00	0.13044414	     1000.00
RXN-PGI_FWD-pgi	        0.00	6.71420668	     1000.00
RXN-PGK_FWD-pgk	        0.00	11.77990004	     1000.00
RXN-PGK2_FWD-pgk	        0.00	0.61975606	     1000.00
RXN-PGLP_FWD-UNKNOWN	        0.00	0.00822118	     1000.00
RXN-PGLS_FWD-UNKNOWN	        0.00	0.00084582	     1000.00
RXN-PGM_FWD-ADU74034	        0.00	12.39965609	     1000.00
RXN-PGMT_FWD-pgcA	        0.00	5.09003174	     1000.00
RXN-PHEt_FWD-azlCD	        0.00	0.01571724	     1000.00
RXN-PHETA1_REV-aspB	        0.00	0.09057785	     1000.00
RXN-PHETRS_FWD-pheST	        0.00	0.07486061	     1000.00
RXN-PHSD_FWD-UNKNOWN	        0.00	0.02209142	     1000.00
RXN-PINAt_FWD-yqeW	        0.00	0.00141189	     1000.00
RXN-PIt2_FWD-pitB	        0.00	0.39925999	     1000.00
RXN-PMDPHT_FWD-nrnA	        0.00	0.00007072	     1000.00
RXN-PMPK_FWD-UNKNOWN	        0.00	0.00000008	     1000.00
RXN-POR_FWD-ADU73753	        0.00	4.96107626	     1000.00
RXN-PPDK_FWD-ppdk	        0.00	7.19634079	     1000.00
RXN-PPND_FWD-tyrA	        0.00	0.07267748	     1000.00
RXN-PPNDH_FWD-pheA	        0.00	0.09057785	     1000.00
RXN-PPRGL_FWD-purD	        0.00	0.07407127	     1000.00
RXN-PRAI_FWD-trpF	        0.00	0.01860055	     1000.00
RXN-PRAICL_FWD-purE	        0.00	0.07407119	     1000.00
RXN-PRAIS_FWD-purM	        0.00	0.07407127	     1000.00
RXN-PRAMPC_FWD-hisIE	        0.00	0.02772103	     1000.00
RXN-PRASCSi_FWD-hisH	        0.00	0.07407119	     1000.00
RXN-PRATPP_FWD-hisIE	        0.00	0.02772103	     1000.00
RXN-PRFGS_FWD-purL	        0.00	0.07407127	     1000.00
RXN-PRMICI_FWD-hisA	        0.00	0.02772103	     1000.00
RXN-PRO1x_FWD-proC	        0.00	0.07295016	     1000.00
RXN-PROTRS_FWD-proS	        0.00	0.07295016	     1000.00
RXN-PRPPS_FWD-prs	        0.00	0.10899150	     1000.00
RXN-PSCVT_FWD-aroA_0636	        0.00	0.18185589	     1000.00
RXN-PTAr_FWD-eutD	        0.00	3.13453042	     1000.00
RXN-PUNP1_FWD-pupG_1056	        0.00	0.07285938	     1000.00
RXN-PUNP5_REV-pupG_1056	        0.00	0.07285938	     1000.00
RXN-PYRt_FWD-SPONT	        0.00	0.12265200	     1000.00
RXN-QULNS_FWD-nadA	        0.00	0.00733894	     1000.00
RXN-R00182_REV-alkA	        0.00	0.07285953	     1000.00
RXN-R02135_FWD-rsgA_1662	        0.00	0.00000008	     1000.00
RXN-R03105_FWD-mccB	        0.00	0.38653940	     1000.00
RXN-R03472_FWD-thiC	        0.00	0.00000008	     1000.00
RXN-R07459_FWD-thiF	        0.00	0.00000008	     1000.00
RXN-R07460_FWD-nifS_1150	        0.00	0.00000008	     1000.00
RXN-R07461_FWD-thiI	        0.00	0.00000008	     1000.00
RXN-R09977_FWD-UNKNOWN	        0.00	0.00000008	     1000.00
RXN-R10246_FWD-hydG	        0.00	0.00000008	     1000.00
RXN-R10247_FWD-thiG	        0.00	0.00000008	     1000.00
RXN-R10712_FWD-thiE	        0.00	0.00000008	     1000.00
RXN-R11633_FWD-ADU74641	        0.00	0.00562721	     1000.00
RXN-R11634_FWD-ADU74641	        0.00	0.01074032	     1000.00
RXN-RBFK_FWD-lgt	        0.00	0.00007072	     1000.00
RXN-RBFSb_FWD-ribE	        0.00	0.00007072	     1000.00
RXN-RNDR4_FWD-nrdE	        0.00	0.01106074	     1000.00
RXN-RNTR3_FWD-ADU74641	        0.00	0.00641151	     1000.00
RXN-RPE_REV-rpe	        0.00	0.18199248	     1000.00
RXN-RPI_REV-rpiB	        0.00	0.18185104	     1000.00
RXN-SADT_FWD-tufA	        0.00	1.37598978	     1000.00
RXN-SERH_FWD-trpAB_0836	        0.00	0.01860055	     1000.00
RXN-SERTRS_FWD-serS	        0.00	0.10373976	     1000.00
RXN-SHOR_FWD-aroE	        0.00	0.18185589	     1000.00
RXN-SHSL1_FWD-mccB	        0.00	0.14388766	     1000.00
RXN-SHSL4_FWD-mccB	        0.00	0.14388766	     1000.00
RXN-SKK_FWD-aroK_0068	        0.00	0.18185589	     1000.00
RXN-SULabc_FWD-SbpcysTWmsmX	        0.00	1.37598978	     1000.00
RXN-SULR_ferr_FWD-nasD	        0.00	1.37598978	     1000.00
RXN-THFOR1_FWD-dfrA	        0.00	0.01106074	     1000.00
RXN-THRS_FWD-ADU73935	        0.00	0.09754479	     1000.00
RXN-THRTRS_FWD-thrS	        0.00	0.09754479	     1000.00
RXN-TKT2_FWD-tktA_dxs_1	        0.00	0.18199248	     1000.00
RXN-TMDPK_FWD-thiN	        0.00	0.00000008	     1000.00
RXN-TMDS_FWD-thyA	        0.00	0.01106074	     1000.00
RXN-TPI_REV-tpiA	        0.00	6.16141462	     1000.00
RXN-TRDR_FWD-trxB_2618	        0.00	1.00692263	     1000.00
RXN-TRPTRS_FWD-trpS	        0.00	0.01860055	     1000.00
RXN-TYRTA_REV-aspB	        0.00	0.07267748	     1000.00
RXN-TYRTRS_FWD-tyrS	        0.00	0.07267741	     1000.00
RXN-UAAGDS_FWD-murE	        0.00	0.04061332	     1000.00
RXN-UACMUOR_FWD-murB	        0.00	0.04061332	     1000.00
RXN-UAG2E_FWD-mnaA_0188	        0.00	0.00310291	     1000.00
RXN-UAG4Ei_FWD-galE	        0.00	0.03733630	     1000.00
RXN-UAGCVT_FWD-murA	        0.00	0.04061332	     1000.00
RXN-UAGP2UAG_FWD-glmU	        0.00	0.13044414	     1000.00
RXN-UAGPT3_FWD-murG	        0.00	0.04061332	     1000.00
RXN-UAMAGS_FWD-murD	        0.00	0.04061332	     1000.00
RXN-UAMAS_FWD-murC	        0.00	0.04061332	     1000.00
RXN-UDCPT_FWD-mraY	        0.00	0.04061332	     1000.00
RXN-UDPG2DGT_FWD-Clo1313_0728	        0.00	0.00336839	     1000.00
